finding_id,resource_id,misconfiguration_type,severity,cvss_score,detected_at,status,remediation_guidance,compliance_controls
find-8d94a8b1d8,res-719c69e0b0,UNROTATED_KEYS,High,7.6,2026-03-07T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-66411ace7e,res-6862a3516a,ENCRYPTION_DISABLED,High,7.3,2026-03-14T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-3039ec2e18,res-6862a3516a,LOGGING_DISABLED,Medium,5.6,2026-03-09T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-8063b3d2af,res-6862a3516a,OUTDATED_TLS,High,7.0,2026-02-28T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c96a5ac479,res-6862a3516a,UNROTATED_KEYS,High,7.2,2026-03-07T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-78c110b565,res-f0555b5067,OPEN_SSH_PORT,Critical,8.9,2026-02-19T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-2d0ba2e19d,res-f0555b5067,OPEN_RDP_PORT,Critical,8.9,2026-02-28T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-d857e6af70,res-f0555b5067,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-03-04T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-92010c173b,res-f0555b5067,CROSS_ACCOUNT_ACCESS,High,7.6,2026-02-22T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-6248c6d0b7,res-8f0fc6c23c,OPEN_SSH_PORT,Critical,9.1,2026-03-05T15:01:58Z,RESOLVED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-6795f2b68b,res-8f0fc6c23c,OPEN_RDP_PORT,Critical,8.8,2026-02-23T15:01:58Z,RESOLVED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-d0ba8219d1,res-8f0fc6c23c,NO_BACKUP_POLICY,Medium,5.3,2026-03-03T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-de229e9262,res-8f0fc6c23c,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-20T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-275c88e0fb,res-8f0fc6c23c,UNROTATED_KEYS,High,7.6,2026-02-28T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-bc8340ef1d,res-dde86bf1de,LOGGING_DISABLED,Medium,5.4,2026-03-16T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-9feafd0ee9,res-dde86bf1de,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-10T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-09ca5166ce,res-dde86bf1de,CROSS_ACCOUNT_ACCESS,High,7.3,2026-03-21T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-7d75dfb117,res-dde86bf1de,UNROTATED_KEYS,High,7.5,2026-02-25T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-6c87531097,res-883c6b690d,PUBLIC_ACCESS_ENABLED,Critical,9.4,2026-03-02T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-e8aa4e6895,res-883c6b690d,OUTDATED_TLS,High,6.9,2026-03-20T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-cda12d20e1,res-883c6b690d,UNROTATED_KEYS,High,7.1,2026-03-13T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-b62b395703,res-e6364f31a7,NO_BACKUP_POLICY,Medium,5.3,2026-02-26T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-0faf220a3c,res-e6364f31a7,DEFAULT_ADMIN_CREDENTIALS,Critical,9.4,2026-03-13T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-55cf8f7e99,res-c825684ca7,ENCRYPTION_DISABLED,High,7.3,2026-03-07T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-b1ea7e0905,res-c825684ca7,NO_BACKUP_POLICY,Medium,5.2,2026-03-10T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-e23165d18c,res-3a9d556215,MFA_NOT_ENFORCED,High,7.4,2026-03-16T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-272881f882,res-3a9d556215,OPEN_SSH_PORT,Critical,9.1,2026-03-17T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-0aa07250ca,res-3a9d556215,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-02-22T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-a56c84929f,res-3a9d556215,OUTDATED_TLS,High,6.9,2026-02-22T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-e4bef9ccd7,res-3a9d556215,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-04T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-c163c8bb87,res-3a9d556215,UNROTATED_KEYS,High,7.7,2026-02-20T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-287738f1e8,res-5534d73b23,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-13T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-4fb7e0b86e,res-5534d73b23,OPEN_SSH_PORT,Critical,8.7,2026-03-11T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-97c3b00c4f,res-5534d73b23,NO_BACKUP_POLICY,Medium,4.9,2026-02-26T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-09afe8e730,res-5534d73b23,MISSING_RESOURCE_TAGS,Low,2.8,2026-02-20T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-1378012f0a,res-5534d73b23,UNROTATED_KEYS,High,7.7,2026-02-19T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-c0be86fd50,res-8187c98c7b,ENCRYPTION_DISABLED,High,7.5,2026-03-03T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-609b275851,res-8187c98c7b,OVERPRIVILEGED_IAM_ROLE,High,7.6,2026-03-11T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-c9a117d72f,res-8187c98c7b,OUTDATED_TLS,High,7.0,2026-03-10T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-a353459d61,res-8ea3787196,MFA_NOT_ENFORCED,High,7.0,2026-02-19T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-155eff3b9c,res-8ea3787196,LOGGING_DISABLED,Medium,5.4,2026-03-09T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-0f6a4d5bfc,res-8ea3787196,OPEN_SSH_PORT,Critical,8.9,2026-03-01T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-8bdf2e8e57,res-8ea3787196,CROSS_ACCOUNT_ACCESS,High,7.6,2026-03-09T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-4bd66cc68d,res-8ea3787196,UNROTATED_KEYS,High,7.7,2026-03-21T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-a5d93733a8,res-86cf2d1dc4,PUBLIC_ACCESS_ENABLED,Critical,9.2,2026-02-25T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-3b7185b0c5,res-86cf2d1dc4,LOGGING_DISABLED,Medium,5.5,2026-03-14T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-b06fe4685a,res-86cf2d1dc4,OPEN_SSH_PORT,Critical,8.7,2026-03-02T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-775f73accc,res-86cf2d1dc4,OPEN_RDP_PORT,Critical,8.6,2026-03-05T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-3e1a72db54,res-86cf2d1dc4,OUTDATED_TLS,High,7.2,2026-02-23T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-186a9f1ea7,res-86cf2d1dc4,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-06T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-8678d710c0,res-83cc2767a4,LOGGING_DISABLED,Medium,5.2,2026-02-23T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d3e5cf1c39,res-83cc2767a4,OPEN_SSH_PORT,Critical,9.1,2026-03-13T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-9ed287cc72,res-83cc2767a4,OPEN_RDP_PORT,Critical,9.0,2026-03-10T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-d0dd672524,res-83cc2767a4,NO_BACKUP_POLICY,Medium,4.9,2026-03-11T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-19a1966087,res-83cc2767a4,CROSS_ACCOUNT_ACCESS,High,7.5,2026-02-23T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-0f3f61293d,res-83cc2767a4,UNROTATED_KEYS,High,7.3,2026-02-26T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-486e60106a,res-2f7e96c024,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-15T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-3eb51f22be,res-2f7e96c024,OPEN_RDP_PORT,Critical,9.0,2026-02-22T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-0beec6c635,res-2f7e96c024,NO_BACKUP_POLICY,Medium,5.4,2026-02-24T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-678eba4d68,res-2f7e96c024,UNROTATED_KEYS,High,7.4,2026-03-20T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-2f2eb78082,res-9b460311aa,PUBLIC_ACCESS_ENABLED,Critical,8.8,2026-02-19T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-bb8d94da72,res-9b460311aa,LOGGING_DISABLED,Medium,5.6,2026-03-01T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-8d1b39963f,res-787c37d8d2,LOGGING_DISABLED,Medium,5.6,2026-02-25T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-3a2f298df7,res-787c37d8d2,NO_BACKUP_POLICY,Medium,5.3,2026-03-10T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-53a2c3152f,res-787c37d8d2,UNROTATED_KEYS,High,7.2,2026-03-05T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-3f2085f566,res-bc31c3205d,MFA_NOT_ENFORCED,High,7.5,2026-03-03T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-13fd1c9ea9,res-bc31c3205d,LOGGING_DISABLED,Medium,5.4,2026-03-02T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-36d2b8fec8,res-bc31c3205d,OPEN_SSH_PORT,Critical,9.1,2026-03-06T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-a1b41a1fd9,res-bc31c3205d,OUTDATED_TLS,High,6.7,2026-03-14T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-93317792b6,res-bc31c3205d,UNROTATED_KEYS,High,7.6,2026-02-22T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-0977a3c7e9,res-157fde0687,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-02-21T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-fdd845e66d,res-157fde0687,LOGGING_DISABLED,Medium,5.2,2026-02-24T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-7ac3a40f10,res-157fde0687,OPEN_SSH_PORT,Critical,9.2,2026-03-08T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-b5294e3cca,res-157fde0687,OVERPRIVILEGED_IAM_ROLE,High,7.5,2026-02-25T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-fa33c52a97,res-157fde0687,NO_BACKUP_POLICY,Medium,5.2,2026-02-25T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-4945afa876,res-157fde0687,MISSING_RESOURCE_TAGS,Low,2.5,2026-03-12T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-153a9061df,res-949db16690,ENCRYPTION_DISABLED,High,7.7,2026-02-27T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-7c33faf35e,res-949db16690,UNROTATED_KEYS,High,7.3,2026-02-26T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-1f8106c142,res-89dea39927,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-03-01T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-bcfa08e84b,res-89dea39927,OVERPRIVILEGED_IAM_ROLE,High,7.7,2026-02-19T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-3722a93885,res-89dea39927,NO_BACKUP_POLICY,Medium,5.0,2026-02-24T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-38b0184100,res-89dea39927,OUTDATED_TLS,High,7.1,2026-03-16T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-e2ce6fcbde,res-89dea39927,MISSING_RESOURCE_TAGS,Low,2.5,2026-03-02T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-f9a5e92895,res-f07d786b44,LOGGING_DISABLED,Medium,5.6,2026-02-24T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-bed7ad435c,res-f07d786b44,OPEN_RDP_PORT,Critical,8.9,2026-03-21T15:01:58Z,RESOLVED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-444c45cbfa,res-f07d786b44,NO_BACKUP_POLICY,Medium,4.9,2026-02-21T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-0564865f68,res-f07d786b44,OUTDATED_TLS,High,6.7,2026-03-12T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-3c461b0fb9,res-f07d786b44,MISSING_RESOURCE_TAGS,Low,2.4,2026-03-01T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-de55079a01,res-37420626e5,ENCRYPTION_DISABLED,High,7.7,2026-03-14T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-dfae93eaf1,res-37420626e5,MFA_NOT_ENFORCED,High,7.0,2026-02-21T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-4162dbadda,res-37420626e5,OPEN_SSH_PORT,Critical,9.3,2026-03-11T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-bb8618699c,res-37420626e5,UNROTATED_KEYS,High,7.6,2026-03-21T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-c4b2b1f304,res-4f5380106a,UNROTATED_KEYS,High,7.3,2026-03-05T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-2a668b0927,res-90e4af06e4,NO_BACKUP_POLICY,Medium,4.9,2026-03-04T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-e17ebdb53a,res-90e4af06e4,OUTDATED_TLS,High,7.1,2026-03-12T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-d9c8441aba,res-90e4af06e4,MISSING_RESOURCE_TAGS,Low,2.4,2026-03-05T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-a26b3904b3,res-c7b5585543,ENCRYPTION_DISABLED,High,7.6,2026-03-02T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-79a179aa4e,res-c7b5585543,LOGGING_DISABLED,Medium,5.7,2026-03-06T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-be41d8e0ae,res-c7b5585543,OPEN_RDP_PORT,Critical,9.1,2026-02-20T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-e254535968,res-c7b5585543,MISSING_RESOURCE_TAGS,Low,2.3,2026-03-01T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-ec194434ea,res-c7b5585543,UNROTATED_KEYS,High,7.6,2026-03-12T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-2c3232216a,res-eca998468c,LOGGING_DISABLED,Medium,5.5,2026-03-21T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-b1c7a6ccc1,res-eca998468c,MISSING_RESOURCE_TAGS,Low,2.3,2026-02-26T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-cfdeac2479,res-7f522b8ab8,ENCRYPTION_DISABLED,High,7.6,2026-03-12T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-358c49b931,res-7f522b8ab8,OUTDATED_TLS,High,6.8,2026-03-05T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-8d2f536601,res-7f522b8ab8,MISSING_RESOURCE_TAGS,Low,2.3,2026-02-27T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-46bedd554a,res-7f522b8ab8,UNROTATED_KEYS,High,7.4,2026-02-26T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-35bcf49898,res-11af606e21,ENCRYPTION_DISABLED,High,7.3,2026-03-17T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-03a761f3de,res-11af606e21,MFA_NOT_ENFORCED,High,7.0,2026-02-23T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-d2ad0fe325,res-11af606e21,LOGGING_DISABLED,Medium,5.5,2026-03-02T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-e1fd3105c5,res-11af606e21,UNROTATED_KEYS,High,7.2,2026-03-21T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-8cdf9fa3d4,res-e5abc4f025,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-03-08T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-9acafd3f0b,res-e5abc4f025,OVERPRIVILEGED_IAM_ROLE,High,7.7,2026-02-27T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
